rain_risk,wind_risk,visibility_risk,slope_risk,traffic_risk_index,night_flag,monsoon_flag,road_type_enc,terrain_enc,risk_score,risk_class
0.2,0.1,0.6,0.7,24,1,0,4,3,48.72,Moderate
0.2,0.3,0.3,1.0,24,0,0,2,3,37.52,Moderate
0.4,1.0,0.1,1.0,45,0,1,4,3,56.9,Moderate
0.2,0.1,0.3,0.7,35,1,0,2,3,42.3,Moderate
0.2,0.1,0.1,1.0,31,0,0,2,3,33.98,Moderate
1.0,0.6,0.3,1.0,64,0,1,4,3,71.12,Dangerous
0.2,0.3,0.3,1.0,25,0,0,2,3,37.7,Moderate
0.2,0.1,0.3,0.7,39,0,0,4,3,38.62,Moderate
0.4,0.3,0.1,1.0,58,1,1,4,3,61.64,Dangerous
0.2,0.3,0.1,0.7,44,0,0,4,3,37.92,Moderate
0.2,0.3,0.3,1.0,23,0,0,2,3,37.34,Moderate
0.7,1.0,0.6,1.0,53,0,1,4,3,71.74,Dangerous
0.4,0.1,0.3,1.0,25,0,0,2,3,39.7,Moderate
1.0,0.6,0.3,0.7,44,0,1,2,3,60.32,Dangerous
1.0,1.0,0.3,1.0,40,0,1,2,3,66.4,Dangerous
1.0,0.6,0.6,1.0,72,1,1,4,3,85.36,Dangerous
1.0,1.0,1.0,1.0,60,1,1,4,3,92.8,Dangerous
1.0,1.0,0.6,0.4,57,0,1,1,2,60.66,Dangerous
1.0,1.0,0.1,0.7,62,0,1,1,2,57.16,Moderate
0.2,0.1,0.1,0.1,49,0,0,1,1,16.02,Safe
0.2,0.1,0.1,0.1,30,0,0,1,1,12.6,Safe
0.2,0.3,0.1,0.1,40,0,0,1,1,16.0,Safe
0.2,0.3,0.3,0.4,26,0,0,1,2,24.28,Safe
0.2,0.3,0.1,0.4,36,0,0,1,2,22.88,Safe
0.7,0.6,0.6,0.1,49,0,1,1,1,43.02,Moderate
1.0,0.6,0.3,1.0,72,0,1,4,3,72.56,Dangerous
0.4,0.6,0.3,1.0,21,1,1,2,3,56.98,Moderate
0.2,0.3,0.3,0.4,37,0,0,1,2,26.26,Safe
0.2,0.1,0.6,0.7,23,1,0,4,3,48.54,Moderate
0.2,0.1,0.6,1.0,54,0,0,4,3,49.72,Moderate
1.0,0.6,0.6,1.0,38,1,1,2,3,75.64,Dangerous
0.4,0.1,0.3,1.0,49,0,0,4,3,47.62,Moderate
0.2,0.1,0.3,1.0,27,0,0,2,3,36.46,Moderate
0.4,0.3,0.3,0.7,65,0,0,4,3,48.5,Moderate
0.2,0.3,0.6,1.0,36,1,0,4,3,56.08,Moderate
0.4,1.0,0.3,1.0,20,1,1,2,3,60.0,Dangerous
0.2,0.1,0.3,1.0,32,0,0,2,3,37.36,Moderate
0.2,0.1,0.6,1.0,21,1,0,2,3,48.18,Moderate
1.0,1.0,1.0,0.4,66,0,1,1,2,68.68,Dangerous
0.2,0.1,0.3,0.7,55,0,0,4,3,41.5,Moderate
0.7,0.3,0.6,1.0,66,0,1,4,3,68.48,Dangerous
0.2,0.1,0.3,0.7,25,1,0,1,2,34.1,Moderate
0.2,0.3,0.1,0.7,48,0,0,1,2,28.64,Safe
0.4,0.3,0.1,0.1,36,0,0,1,1,18.88,Safe
0.2,0.1,0.6,0.4,29,1,0,1,2,36.02,Moderate
0.2,0.3,0.1,0.4,31,0,0,1,2,21.98,Safe
0.2,0.3,0.3,0.1,40,0,0,1,1,19.2,Safe
0.4,0.3,0.3,0.4,45,1,0,1,2,39.3,Moderate
1.0,0.3,1.0,0.1,41,1,1,1,1,58.98,Moderate
0.2,0.1,0.1,0.4,51,1,0,1,2,31.98,Moderate
0.2,0.3,0.1,0.4,50,0,0,1,2,25.4,Safe
0.7,1.0,0.6,0.4,48,0,1,1,2,53.64,Moderate
1.0,1.0,0.1,0.1,53,0,1,1,1,44.34,Moderate
0.7,0.6,1.0,0.4,28,1,1,1,2,61.24,Dangerous
0.2,0.1,0.3,1.0,29,1,0,4,3,48.42,Moderate
0.2,0.3,0.1,1.0,36,1,0,4,3,48.08,Moderate
0.2,0.3,0.6,1.0,30,1,0,4,3,55.0,Moderate
0.2,0.3,0.3,0.4,24,1,0,1,2,31.92,Moderate
0.2,0.3,0.1,0.4,40,1,0,1,2,31.6,Moderate
0.2,0.3,0.3,0.4,31,0,0,1,2,25.18,Safe
1.0,0.6,0.6,0.4,66,0,1,1,2,59.08,Moderate
0.2,0.3,0.3,0.4,31,0,0,1,2,25.18,Safe
0.4,0.1,0.1,0.1,43,0,0,1,1,18.54,Safe
0.2,0.3,0.3,0.7,39,0,0,1,2,30.22,Moderate
0.2,0.3,0.1,0.1,48,0,0,1,1,17.44,Safe
0.2,0.1,0.1,0.1,33,1,0,1,1,21.14,Safe
0.4,0.3,0.3,0.1,34,0,0,1,1,21.72,Safe
0.7,0.6,1.0,0.1,39,0,1,1,1,47.62,Moderate
0.7,0.3,0.1,0.1,37,0,1,1,1,30.46,Moderate
0.2,0.3,0.1,0.1,32,0,0,1,1,14.56,Safe
0.2,0.3,0.1,0.1,23,1,0,1,1,20.94,Safe
0.2,0.1,0.6,0.7,18,1,0,1,2,37.64,Moderate
0.2,0.1,0.6,0.4,25,1,0,1,2,35.3,Moderate
0.2,0.1,0.1,0.1,28,1,0,1,1,20.24,Safe
0.7,0.6,1.0,0.1,34,1,1,1,1,54.72,Moderate
0.4,0.3,0.1,0.4,48,0,1,1,2,34.64,Moderate
1.0,0.6,0.3,0.1,36,1,1,1,1,49.28,Moderate
0.2,0.3,0.1,0.7,42,0,0,1,2,27.56,Safe
1.0,1.0,0.6,0.1,50,0,1,1,1,51.8,Moderate
0.2,0.1,0.3,0.7,49,0,0,1,2,30.42,Moderate
0.7,0.3,0.6,0.7,28,1,1,1,2,56.04,Moderate
0.2,0.3,0.3,0.4,24,1,0,1,2,31.92,Moderate
0.2,0.3,0.3,0.4,25,1,0,1,2,32.1,Moderate
0.2,0.1,0.3,0.1,26,0,0,1,1,15.08,Safe
1.0,0.3,0.6,0.1,38,1,1,1,1,52.04,Moderate
0.2,0.1,0.1,1.0,42,0,0,4,3,39.56,Moderate
0.2,0.1,0.1,0.4,34,0,0,1,2,20.92,Safe
0.2,0.3,0.1,0.1,38,0,0,1,1,15.64,Safe
0.2,0.3,0.3,0.4,42,0,0,1,2,27.16,Safe
0.4,0.1,0.3,0.7,29,0,0,2,3,36.82,Moderate
1.0,0.6,0.6,0.4,47,0,1,1,2,55.66,Moderate
0.2,0.3,0.1,1.0,47,0,0,4,3,42.06,Moderate
0.2,0.3,0.3,1.0,53,1,0,4,3,54.34,Moderate
0.2,0.3,0.6,1.0,45,1,0,4,3,57.7,Moderate
0.2,0.1,0.1,1.0,53,1,0,4,3,49.54,Moderate
0.2,0.3,0.3,1.0,27,0,0,2,3,38.06,Moderate
1.0,1.0,0.6,0.7,57,0,1,2,3,70.66,Dangerous
0.2,0.1,0.6,0.4,25,1,0,1,2,35.3,Moderate
0.2,0.1,0.1,0.1,26,0,0,1,1,11.88,Safe
0.7,0.6,0.6,0.4,42,0,1,1,2,49.36,Moderate
0.7,1.0,1.0,0.7,27,1,1,1,2,67.86,Dangerous
0.2,0.3,0.3,0.4,37,0,0,1,2,26.26,Safe
0.2,0.3,0.3,0.4,42,0,0,1,2,27.16,Safe
0.2,0.1,0.1,0.1,44,0,0,1,1,15.12,Safe
1.0,1.0,1.0,0.1,64,1,1,1,1,68.72,Dangerous
1.0,1.0,1.0,0.1,43,1,1,1,1,64.94,Dangerous
0.2,0.1,0.1,0.1,19,1,0,1,1,18.62,Safe
0.2,0.3,0.3,0.4,47,0,0,1,2,28.06,Safe
0.2,0.1,0.1,0.1,51,0,0,1,1,16.38,Safe
0.4,1.0,0.1,0.1,37,0,1,1,1,30.66,Moderate
1.0,0.6,0.1,0.1,46,0,1,1,1,39.88,Moderate
0.2,0.3,0.1,0.1,40,0,0,1,1,16.0,Safe
0.4,1.0,0.3,0.4,30,0,1,1,2,40.2,Moderate
0.2,0.3,0.3,0.7,34,0,0,1,2,29.32,Safe
0.2,0.1,0.3,0.7,24,1,0,1,2,33.92,Moderate
0.7,0.3,0.6,0.4,35,1,1,1,2,53.7,Moderate
0.4,0.3,0.3,1.0,58,1,1,4,3,64.84,Dangerous
0.2,0.1,0.3,0.4,34,0,0,1,2,24.12,Safe
0.4,0.1,0.3,0.1,34,0,0,1,1,20.12,Safe
0.2,0.3,0.1,0.1,37,0,0,1,1,15.46,Safe
0.2,0.3,0.1,0.1,23,1,0,1,1,20.94,Safe
0.7,1.0,1.0,0.4,43,0,1,1,2,59.14,Moderate
0.2,0.3,0.6,0.4,22,1,0,1,2,36.36,Moderate
0.4,0.1,0.3,0.1,23,1,0,1,1,26.14,Safe
0.2,0.3,0.3,0.4,22,1,0,1,2,31.56,Moderate
0.2,0.1,0.6,0.4,25,1,0,1,2,35.3,Moderate
1.0,0.6,0.6,0.4,36,1,1,1,2,61.68,Dangerous
0.2,0.3,0.3,0.1,23,1,0,1,1,24.14,Safe
0.4,1.0,0.3,0.4,46,0,1,1,2,43.08,Moderate
0.2,0.1,0.3,0.7,46,0,0,1,2,29.88,Safe
1.0,0.3,1.0,0.4,39,1,1,1,2,66.22,Dangerous
0.4,0.1,0.1,0.1,43,0,0,1,1,18.54,Safe
0.4,1.0,0.1,0.1,36,0,1,1,1,30.48,Moderate
0.4,0.3,0.1,0.4,37,0,0,1,2,26.66,Safe
0.4,0.3,0.3,1.0,34,1,0,4,3,54.52,Moderate
0.2,0.1,0.3,1.0,64,0,0,4,3,46.72,Moderate
1.0,0.6,0.6,0.4,51,0,1,1,2,56.38,Moderate
0.2,0.3,0.3,0.7,51,0,0,1,2,32.38,Moderate
0.4,0.6,0.3,0.1,50,1,1,1,1,41.0,Moderate
1.0,0.6,0.6,0.1,45,0,1,1,1,47.7,Moderate
0.4,0.1,0.3,0.1,34,0,0,1,1,20.12,Safe
0.2,0.1,0.1,0.4,45,0,0,1,2,22.9,Safe
0.2,0.1,0.6,0.7,21,1,0,1,2,38.18,Moderate
0.2,0.3,0.1,0.7,37,1,0,1,2,34.66,Moderate
0.2,0.1,0.6,0.7,28,1,0,1,2,39.44,Moderate
1.0,1.0,0.6,0.4,46,0,1,1,2,58.68,Moderate
0.2,0.3,0.6,0.1,27,1,0,1,1,29.66,Safe
0.2,0.3,0.3,0.1,39,0,0,1,1,19.02,Safe
0.2,0.1,0.3,0.4,17,1,0,1,2,29.06,Safe
0.2,0.1,0.3,0.4,49,0,0,1,2,26.82,Safe
0.4,0.3,0.3,0.1,39,0,0,1,1,22.62,Safe
0.2,0.3,0.3,0.1,50,1,0,1,1,29.0,Safe
0.2,0.3,0.1,0.7,36,0,0,1,2,26.48,Safe
0.2,0.1,0.1,0.4,25,1,0,1,2,27.3,Safe
0.2,0.3,0.3,0.1,43,1,0,1,1,27.74,Safe
1.0,0.6,0.6,0.1,36,1,1,1,1,54.08,Moderate
0.2,0.3,0.3,0.4,40,1,0,1,2,34.8,Moderate
0.2,0.3,0.3,1.0,17,1,0,2,3,44.26,Moderate
1.0,1.0,0.6,1.0,61,0,1,4,3,78.58,Dangerous
0.2,0.3,0.1,1.0,35,1,0,4,3,47.9,Moderate
0.4,0.3,0.1,0.4,36,0,1,1,2,32.48,Moderate
1.0,0.3,0.1,0.4,64,0,1,1,2,48.32,Moderate
0.2,0.1,0.3,0.4,28,1,0,1,2,31.04,Moderate
0.2,0.3,0.1,0.4,45,0,0,1,2,24.5,Safe
0.2,0.3,0.1,0.1,39,0,0,1,1,15.82,Safe
0.2,0.3,0.3,0.4,24,1,0,1,2,31.92,Moderate
0.2,0.3,0.1,0.7,31,0,0,1,2,25.58,Safe
1.0,0.6,0.1,0.1,57,0,1,1,1,41.86,Moderate
1.0,0.6,0.6,0.4,43,1,1,1,2,62.94,Dangerous
0.2,0.3,0.6,0.4,23,1,0,1,2,36.54,Moderate
0.4,0.6,0.6,0.1,38,1,1,1,1,43.64,Moderate
0.7,1.0,0.3,1.0,49,0,1,4,3,66.22,Dangerous
0.2,0.1,0.6,0.4,45,1,0,1,2,38.9,Moderate
1.0,0.3,0.3,1.0,63,0,1,4,3,68.54,Dangerous
0.2,0.3,0.1,1.0,12,1,0,2,3,40.16,Moderate
0.2,0.1,0.3,0.7,19,1,0,2,3,39.42,Moderate
0.7,1.0,0.3,1.0,53,0,1,4,3,66.94,Dangerous
0.2,0.3,0.1,1.0,56,0,0,4,3,43.68,Moderate
0.2,0.3,0.3,1.0,24,1,0,4,3,49.12,Moderate
0.2,0.1,0.1,1.0,19,1,0,2,3,39.82,Moderate
0.2,0.1,0.3,1.0,60,0,0,4,3,46.0,Moderate
0.2,0.3,0.6,0.7,25,1,0,4,3,50.5,Moderate
0.2,0.1,0.1,0.4,45,0,0,1,2,22.9,Safe
0.2,0.3,0.6,0.4,25,1,0,1,2,36.9,Moderate
0.4,0.3,0.3,0.1,38,0,0,1,1,22.44,Safe
1.0,1.0,0.3,0.1,41,1,1,1,1,53.38,Moderate
1.0,0.3,0.6,0.1,49,0,1,1,1,46.02,Moderate
0.7,0.6,0.3,0.1,35,0,1,1,1,35.7,Moderate
0.2,0.1,0.1,0.7,23,1,0,1,2,30.54,Moderate
0.2,0.3,0.3,0.1,43,0,0,1,1,19.74,Safe
0.2,0.3,0.3,0.7,30,0,0,2,3,35.0,Moderate
0.4,0.3,0.3,0.4,23,1,1,1,2,41.34,Moderate
1.0,1.0,0.3,1.0,48,1,1,4,3,79.44,Dangerous
1.0,0.6,0.6,1.0,52,1,1,4,3,81.76,Dangerous
0.2,0.3,0.3,1.0,39,0,0,4,3,43.82,Moderate
0.2,0.1,0.3,1.0,63,0,0,4,3,46.54,Moderate
0.4,0.6,0.1,1.0,62,1,1,4,3,64.76,Dangerous
0.2,0.1,0.3,0.1,39,0,0,1,1,17.42,Safe
0.2,0.3,0.1,0.1,32,0,0,1,1,14.56,Safe
0.2,0.3,0.1,0.1,33,0,0,1,1,14.74,Safe
0.2,0.1,0.3,0.1,33,0,0,1,1,16.34,Safe
0.4,0.1,0.1,0.1,29,1,0,1,1,24.02,Safe
0.2,0.3,0.1,0.4,27,0,0,1,2,21.26,Safe
0.2,0.3,0.1,0.7,37,0,0,1,2,26.66,Safe
1.0,0.6,1.0,0.4,53,0,1,1,2,63.14,Dangerous
0.7,0.6,0.3,0.1,35,0,1,1,1,35.7,Moderate
0.2,0.3,0.1,0.7,36,0,0,1,2,26.48,Safe
0.7,1.0,1.0,1.0,63,0,1,4,3,79.94,Dangerous
0.4,0.6,0.6,1.0,46,1,1,4,3,69.88,Dangerous
1.0,0.3,0.6,1.0,58,0,1,4,3,72.44,Dangerous
0.2,0.3,0.1,1.0,36,1,0,4,3,48.08,Moderate
0.2,0.1,0.1,1.0,52,0,0,4,3,41.36,Moderate
0.2,0.1,0.6,1.0,35,1,0,2,3,50.7,Moderate
1.0,1.0,0.6,1.0,64,0,1,4,3,79.12,Dangerous
0.2,0.3,0.6,1.0,30,1,0,2,3,51.4,Moderate
0.4,0.1,0.3,1.0,44,0,0,4,3,46.72,Moderate
1.0,0.3,0.3,0.4,50,0,1,1,2,49.0,Moderate
0.7,0.6,0.6,0.4,26,1,1,1,2,54.48,Moderate
0.2,0.1,0.1,0.1,22,1,0,1,1,19.16,Safe
1.0,0.6,0.6,0.1,36,1,1,1,1,54.08,Moderate
0.2,0.3,0.3,0.7,35,0,0,1,2,29.5,Safe
0.4,0.3,0.1,0.1,42,0,1,1,1,25.96,Safe
1.0,1.0,0.6,0.4,62,1,1,1,2,69.56,Dangerous
0.4,0.6,0.3,0.1,33,1,1,1,1,37.94,Moderate
0.2,0.3,0.3,0.4,42,1,0,1,2,35.16,Moderate
0.2,0.1,0.3,0.4,21,1,0,1,2,29.78,Safe
0.2,0.3,0.1,0.1,49,0,0,1,1,17.62,Safe
0.4,0.1,0.1,0.4,43,0,0,1,2,26.14,Safe
0.2,0.1,0.3,0.1,33,0,0,1,1,16.34,Safe
0.4,0.3,0.3,0.1,38,0,0,1,1,22.44,Safe
0.4,0.3,0.1,0.4,50,0,0,1,2,29.0,Safe
0.2,0.1,0.3,0.1,19,1,0,1,1,21.82,Safe
0.4,1.0,0.1,0.1,39,0,1,1,1,31.02,Moderate
0.4,1.0,0.1,0.7,46,0,1,1,2,43.48,Moderate
0.2,0.1,0.1,0.4,25,1,0,1,2,27.3,Safe
0.2,0.3,0.1,1.0,63,0,0,4,3,44.94,Moderate
0.2,0.1,0.3,0.4,28,1,0,1,2,31.04,Moderate
1.0,0.3,1.0,0.1,44,1,1,1,1,59.52,Moderate
0.2,0.1,0.1,0.7,43,0,0,1,2,26.14,Safe
1.0,0.6,1.0,0.1,49,0,1,1,1,54.82,Moderate
0.2,0.3,0.6,0.4,20,1,0,1,2,36.0,Moderate
0.2,0.1,0.6,0.1,18,1,0,1,1,26.44,Safe
0.2,0.1,0.3,0.7,16,1,0,1,2,32.48,Moderate
1.0,1.0,0.6,0.4,46,0,1,1,2,58.68,Moderate
0.2,0.1,0.1,0.1,45,1,0,1,1,23.3,Safe
0.2,0.1,0.1,1.0,28,1,0,4,3,45.04,Moderate
0.2,0.1,0.3,0.7,42,0,0,4,3,39.16,Moderate
0.2,0.3,0.1,0.1,30,0,0,1,1,14.2,Safe
0.2,0.1,0.1,0.1,34,0,0,1,1,13.32,Safe
0.2,0.1,0.3,0.1,34,0,0,1,1,16.52,Safe
0.2,0.1,0.1,0.4,45,0,0,1,2,22.9,Safe
0.7,0.3,0.3,0.1,52,0,1,1,1,36.36,Moderate
1.0,0.6,1.0,0.1,38,1,1,1,1,60.84,Dangerous
0.2,0.1,0.3,0.4,40,0,0,1,2,25.2,Safe
0.4,0.3,0.3,0.4,32,0,0,1,2,28.96,Safe
0.4,0.3,0.1,1.0,31,1,0,4,3,50.78,Moderate
1.0,1.0,0.3,0.7,53,0,1,1,2,58.74,Moderate
0.7,0.6,1.0,0.4,36,0,1,1,2,54.68,Moderate
0.2,0.3,0.1,0.7,33,1,0,1,2,33.94,Moderate
0.2,0.3,0.1,0.1,44,0,0,1,1,16.72,Safe
0.4,0.3,0.1,0.1,38,0,1,1,1,25.24,Safe
0.2,0.3,0.3,0.1,44,0,0,1,1,19.92,Safe
1.0,0.6,0.3,0.4,63,1,1,1,2,61.74,Dangerous
1.0,1.0,0.6,1.0,62,0,1,4,3,78.76,Dangerous
0.2,0.3,0.1,1.0,61,0,0,4,3,44.58,Moderate
1.0,0.3,0.6,1.0,72,1,1,4,3,82.96,Dangerous
0.7,0.3,0.6,1.0,62,0,1,4,3,67.76,Dangerous
0.4,0.3,0.3,1.0,31,1,0,4,3,53.98,Moderate
0.2,0.1,0.1,0.7,28,0,0,2,3,29.84,Safe
0.2,0.3,0.1,1.0,59,0,0,4,3,44.22,Moderate
0.2,0.1,0.1,0.4,34,0,0,1,2,20.92,Safe
0.2,0.1,0.1,1.0,63,1,0,4,3,51.34,Moderate
0.7,1.0,0.1,0.4,36,0,1,1,2,43.48,Moderate
1.0,1.0,0.3,0.4,63,0,1,1,2,56.94,Moderate
0.2,0.3,0.1,1.0,44,0,0,4,3,41.52,Moderate
0.2,0.1,0.3,1.0,57,0,0,4,3,45.46,Moderate
1.0,0.6,0.6,1.0,59,0,1,4,3,75.02,Dangerous
0.2,0.3,0.3,0.4,22,1,0,1,2,31.56,Moderate
0.4,0.1,0.1,1.0,61,0,0,4,3,46.58,Moderate
0.2,0.1,1.0,1.0,27,1,0,4,3,59.26,Moderate
0.2,0.3,0.1,0.4,25,1,0,1,2,28.9,Safe
1.0,0.3,0.3,1.0,33,1,1,2,3,67.54,Dangerous
0.4,1.0,0.6,1.0,28,0,1,2,3,58.24,Moderate
0.2,0.1,0.3,1.0,34,1,0,2,3,45.72,Moderate
0.2,0.1,0.3,1.0,55,0,0,4,3,45.1,Moderate
0.2,0.1,0.1,1.0,29,0,0,2,3,33.62,Moderate
0.4,0.3,0.6,0.7,36,1,0,4,3,56.08,Moderate
0.2,0.3,0.1,0.7,33,0,0,1,2,25.94,Safe
1.0,1.0,0.1,0.1,53,0,1,1,1,44.34,Moderate
0.4,0.1,0.1,0.1,38,1,0,1,1,25.64,Safe
0.2,0.1,0.3,0.4,46,0,0,1,2,26.28,Safe
0.4,0.3,0.1,0.1,49,0,0,1,1,21.22,Safe
0.2,0.3,0.3,0.4,25,0,0,1,2,24.1,Safe
0.2,0.3,0.6,0.1,29,1,0,1,1,30.02,Moderate
0.2,0.3,0.1,0.4,51,0,0,1,2,25.58,Safe
0.2,0.3,0.1,0.4,29,1,0,1,2,29.62,Safe
0.2,0.3,0.1,0.4,26,1,0,1,2,29.08,Safe
0.2,0.1,0.3,1.0,38,0,0,4,3,42.04,Moderate
0.4,0.1,0.6,0.7,21,1,0,2,3,48.18,Moderate
1.0,1.0,0.1,1.0,63,0,1,4,3,70.94,Dangerous
0.2,0.1,0.3,1.0,26,1,0,4,3,47.88,Moderate
1.0,0.3,1.0,1.0,46,1,1,4,3,84.68,Dangerous
0.2,0.1,0.1,0.7,27,0,0,2,3,29.66,Safe
1.0,1.0,1.0,0.7,44,1,1,1,2,76.32,Dangerous
0.2,0.1,0.3,0.4,48,0,0,1,2,26.64,Safe
0.4,0.1,0.1,0.4,37,0,0,1,2,25.06,Safe
0.2,0.3,0.6,0.1,27,1,0,1,1,29.66,Safe
0.2,0.3,0.1,0.7,39,0,0,1,2,27.02,Safe
0.2,0.1,0.1,0.1,33,0,0,1,1,13.14,Safe
0.2,0.3,0.1,0.1,26,0,0,1,1,13.48,Safe
0.4,0.3,0.3,0.1,27,1,0,1,1,28.46,Safe
1.0,1.0,0.3,0.4,42,1,1,1,2,61.16,Dangerous
1.0,1.0,0.6,0.1,59,0,1,1,1,53.42,Moderate
0.2,0.3,0.3,0.4,19,1,0,1,2,31.02,Moderate
0.2,0.3,0.3,0.1,30,0,0,1,1,17.4,Safe
0.2,0.1,0.6,0.4,51,1,0,1,2,39.98,Moderate
1.0,1.0,0.3,0.1,53,0,1,1,1,47.54,Moderate
0.4,0.1,0.3,0.4,39,0,0,1,2,28.62,Safe
0.4,0.1,0.6,0.1,24,1,0,1,1,31.12,Moderate
0.4,0.1,0.1,0.1,28,1,0,1,1,23.84,Safe
1.0,0.3,0.6,0.1,66,1,1,1,1,57.08,Moderate
0.2,0.3,0.3,0.1,30,1,0,1,1,25.4,Safe
0.2,0.1,0.1,1.0,26,1,0,4,3,44.68,Moderate
0.4,0.3,0.1,1.0,35,1,0,4,3,51.5,Moderate
0.2,0.1,0.1,1.0,25,0,0,2,3,32.9,Moderate
0.2,0.1,0.1,1.0,56,0,0,4,3,42.08,Moderate
1.0,0.6,0.6,1.0,57,0,1,4,3,74.66,Dangerous
0.2,0.3,0.6,1.0,13,1,0,2,3,48.34,Moderate
0.4,0.3,0.1,1.0,44,0,0,4,3,45.12,Moderate
0.7,0.6,1.0,1.0,42,1,1,4,3,80.96,Dangerous
0.4,0.3,0.1,1.0,41,1,0,4,3,52.58,Moderate
1.0,0.6,1.0,1.0,46,1,1,4,3,87.08,Dangerous
1.0,1.0,0.3,1.0,59,0,1,4,3,73.42,Dangerous
0.4,0.3,0.1,0.7,33,0,0,2,3,35.94,Moderate
0.4,0.3,0.1,0.7,44,0,1,2,3,43.92,Moderate
0.2,0.3,0.1,1.0,41,0,0,4,3,40.98,Moderate
0.4,0.3,0.3,0.4,51,1,0,1,2,40.38,Moderate
0.2,0.3,0.3,0.7,27,0,0,2,3,34.46,Moderate
0.4,0.3,0.3,1.0,30,1,1,4,3,59.8,Moderate
0.2,0.3,0.1,1.0,35,0,0,4,3,39.9,Moderate
0.2,0.3,0.1,0.4,34,0,0,1,2,22.52,Safe
0.7,0.6,0.3,1.0,54,0,1,4,3,63.92,Dangerous
1.0,1.0,1.0,0.7,44,1,1,1,2,76.32,Dangerous
0.2,0.3,0.3,0.4,31,0,0,1,2,25.18,Safe
0.7,0.6,0.3,0.1,37,0,1,1,1,36.06,Moderate
0.4,0.1,0.3,0.1,36,0,0,1,1,20.48,Safe
0.7,1.0,1.0,0.1,26,1,1,1,1,56.48,Moderate
0.2,0.1,0.3,0.4,22,1,0,1,2,29.96,Safe
0.2,0.3,0.3,0.1,24,1,0,1,1,24.32,Safe
0.2,0.3,0.1,0.4,37,0,0,1,2,23.06,Safe
0.2,0.1,0.1,0.4,38,0,0,1,2,21.64,Safe
0.2,0.3,0.3,0.1,33,0,0,1,1,17.94,Safe
0.2,0.3,0.1,0.7,46,0,0,1,2,28.28,Safe
0.4,0.1,0.3,0.4,31,0,0,1,2,27.18,Safe
0.4,0.1,0.6,0.1,44,1,0,1,1,34.72,Moderate
0.7,0.3,1.0,0.4,29,1,1,1,2,59.02,Moderate
1.0,0.3,0.6,0.4,45,1,1,1,2,60.9,Dangerous
0.2,0.3,0.6,0.4,19,1,0,1,2,35.82,Moderate
0.2,0.1,0.1,0.1,22,1,0,1,1,19.16,Safe
0.2,0.1,0.3,0.1,26,1,0,1,1,23.08,Safe
1.0,0.6,0.6,0.1,37,1,1,1,1,54.26,Moderate
0.2,0.1,0.3,0.1,22,1,0,1,1,22.36,Safe
0.4,0.6,0.1,0.1,48,1,1,1,1,37.44,Moderate
0.2,0.3,0.1,0.1,38,0,0,1,1,15.64,Safe
0.2,0.3,0.3,0.1,30,1,0,1,1,25.4,Safe
0.2,0.1,0.3,0.4,26,0,0,1,2,22.68,Safe
1.0,0.6,0.6,0.7,62,0,1,1,2,61.96,Dangerous
0.2,0.3,0.3,1.0,62,0,0,4,3,47.96,Moderate
0.2,0.3,0.1,1.0,60,1,0,4,3,52.4,Moderate
0.4,1.0,0.3,0.7,31,1,1,4,3,61.98,Dangerous
1.0,0.3,0.3,1.0,76,0,1,4,3,70.88,Dangerous
0.2,0.3,0.1,1.0,37,0,0,4,3,40.26,Moderate
0.2,0.3,0.3,0.7,31,0,0,2,3,35.18,Moderate
0.2,0.3,0.3,1.0,27,1,0,4,3,49.66,Moderate
0.2,0.3,0.6,1.0,30,1,0,4,3,55.0,Moderate
0.7,1.0,0.6,1.0,32,0,1,2,3,64.36,Dangerous
0.2,0.1,0.3,1.0,29,1,0,4,3,48.42,Moderate
0.2,0.3,0.3,0.1,26,1,0,1,1,24.68,Safe
0.4,0.6,0.3,0.4,44,0,1,1,2,39.52,Moderate
0.2,0.1,0.1,0.1,32,0,0,1,1,12.96,Safe
1.0,0.6,1.0,0.4,40,1,1,1,2,68.8,Dangerous
1.0,0.6,0.3,0.1,59,0,1,1,1,45.42,Moderate
0.4,0.1,0.3,0.4,35,0,0,1,2,27.9,Safe
1.0,0.6,0.6,0.1,39,1,1,1,1,54.62,Moderate
0.2,0.3,0.1,0.1,34,0,0,1,1,14.92,Safe
1.0,1.0,0.6,1.0,57,0,1,2,3,74.26,Dangerous
0.2,0.3,0.3,1.0,59,0,0,4,3,47.42,Moderate
0.2,0.1,0.3,0.1,47,0,0,1,1,18.86,Safe
0.2,0.3,0.3,0.4,41,0,0,1,2,26.98,Safe
1.0,0.3,0.3,0.1,59,0,1,1,1,43.02,Moderate
1.0,0.3,0.3,0.1,48,0,1,1,1,41.04,Moderate
1.0,0.3,0.6,0.4,39,1,1,1,2,59.82,Moderate
1.0,1.0,0.3,0.1,52,1,1,1,1,55.36,Moderate
0.2,0.3,0.1,0.1,39,0,0,1,1,15.82,Safe
0.2,0.3,0.3,0.1,34,0,0,1,1,18.12,Safe
0.2,0.1,0.1,0.4,38,0,0,1,2,21.64,Safe
0.2,0.1,0.3,0.4,20,1,0,1,2,29.6,Safe
0.7,0.3,0.3,0.1,40,0,1,1,1,34.2,Moderate
0.2,0.3,0.6,0.1,39,1,0,1,1,31.82,Moderate
0.4,0.1,0.3,0.1,22,1,0,1,1,25.96,Safe
